Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],Count of iterations
OF1,64,ClassicImages,02-07,818570783569,7470,134454
OF1,64,ClassicImages,02-10,1371796268814,6796,86311
OF1,64,ClassicImages,03-07,1558865552426,8118,136246
OF1,64,ClassicImages,03-10,2008539394834,3719,83146
OF1,64,ClassicImages,04-03,1060734805248,9223,117658
OF1,64,ClassicImages,04-07,1209714733124,7707,149118
OF1,64,ClassicImages,04-10,1786025372333,3951,78249
OF1,64,ClassicImages,05-03,1193980436307,10910,94792
OF1,64,ClassicImages,05-04,865482897787,3553,82839
OF1,64,ClassicImages,05-07,833147671541,4949,99687
OF1,64,ClassicImages,05-10,1738168593170,7777,109457
OF1,64,ClassicImages,06-02,836038037726,3158,76073
OF1,64,ClassicImages,06-03,1459953467883,7103,139014
OF1,64,ClassicImages,06-04,1294244869845,4752,100405
OF1,64,ClassicImages,06-05,1097492836154,3728,77058
OF1,64,ClassicImages,06-07,1055167005051,3730,88800
OF1,64,ClassicImages,06-08,1251737027754,5978,100072
OF1,64,ClassicImages,06-10,1357155018157,3891,82626
OF1,64,ClassicImages,07-10,1499032784854,6188,107141
OF1,64,ClassicImages,08-02,938053549875,7198,129571
OF1,64,ClassicImages,08-03,1292121443038,5452,85993
OF1,64,ClassicImages,08-04,888732550365,3111,80783
OF1,64,ClassicImages,08-05,1125330278056,5700,117323
OF1,64,ClassicImages,08-07,1188449535199,11410,161181
OF1,64,ClassicImages,08-10,1513217775641,4200,77336
OF1,64,ClassicImages,09-02,2032536913223,2013,68455
OF1,64,ClassicImages,09-03,2406954622370,5658,147452
OF1,64,ClassicImages,09-04,2299181820214,2913,81605
OF1,64,ClassicImages,09-05,1906825298287,2967,77080
OF1,64,ClassicImages,09-06,2017605138837,2141,62596
OF1,64,ClassicImages,09-07,1830277204574,3050,82450
OF1,64,ClassicImages,09-08,2676768805595,2294,73661
OF1,64,ClassicImages,09-10,2951865378671,2925,75965
OF1,64,GRFmoderate,01-02,1587947829345,3516,71253
OF1,64,GRFmoderate,01-03,1245776267821,4233,76979
OF1,64,GRFmoderate,01-04,1321747307651,3093,83277
OF1,64,GRFmoderate,01-05,1608520228750,2556,69960
OF1,64,GRFmoderate,01-06,2147452330968,4738,81363
OF1,64,GRFmoderate,01-07,1529971122870,3925,80567
OF1,64,GRFmoderate,01-08,1908145800542,3931,75563
OF1,64,GRFmoderate,01-09,1528486038499,3679,88250
OF1,64,GRFmoderate,01-10,1906764492456,2226,76855
OF1,64,GRFmoderate,02-03,1501060284905,7153,130876
OF1,64,GRFmoderate,02-04,2238627699241,2088,72676
OF1,64,GRFmoderate,02-05,2118732661175,7511,116548
OF1,64,GRFmoderate,02-07,1962053656606,4142,88920
OF1,64,GRFmoderate,02-10,2797317824183,4004,80413
OF1,64,GRFmoderate,03-07,1474849931647,3991,86883
OF1,64,GRFmoderate,03-10,2179979770929,2432,75535
OF1,64,GRFmoderate,04-03,1999434438166,2057,59965
OF1,64,GRFmoderate,04-07,1702306119303,6525,92411
OF1,64,GRFmoderate,04-10,1137785417836,5111,92480
OF1,64,GRFmoderate,05-03,1295935498137,6102,94038
OF1,64,GRFmoderate,05-04,2246808832916,2458,78518
OF1,64,GRFmoderate,05-07,1082470255574,8441,150669
OF1,64,GRFmoderate,05-10,2115513861763,2314,80928
OF1,64,GRFmoderate,06-02,2405164628826,3108,83458
OF1,64,GRFmoderate,06-03,1659032213686,2702,80536
OF1,64,GRFmoderate,06-04,2594181228593,2332,78542
OF1,64,GRFmoderate,06-05,893301231240,3606,77494
OF1,64,GRFmoderate,06-07,1524596181805,9794,186272
OF1,64,GRFmoderate,06-08,1395637169301,3490,71999
OF1,64,GRFmoderate,06-10,2380512888409,2259,79414
OF1,64,GRFmoderate,07-10,1522621140231,4125,98661
OF1,64,GRFmoderate,08-02,1843172628332,3853,93320
OF1,64,GRFmoderate,08-03,1327372020528,3281,81856
OF1,64,GRFmoderate,08-04,2626935344637,2828,79022
OF1,64,GRFmoderate,08-05,1277586520411,4205,94634
OF1,64,GRFmoderate,08-07,1351075108941,2115,71596
OF1,64,GRFmoderate,08-10,2616323138874,2100,68637
OF1,64,GRFmoderate,09-02,2215428380859,1941,60751
OF1,64,GRFmoderate,09-03,1635033984379,2629,70069
OF1,64,GRFmoderate,09-04,1316434868118,3907,90989
OF1,64,GRFmoderate,09-05,1325859253029,5226,76386
OF1,64,GRFmoderate,09-06,1633572599834,2031,62515
OF1,64,GRFmoderate,09-07,869904875357,2665,64327
OF1,64,GRFmoderate,09-08,1836258009876,1880,57456
OF1,64,GRFmoderate,09-10,1142204972437,5509,95602
OF1,64,GRFrough,01-02,452581794007,3366,74366
OF1,64,GRFrough,01-03,631941731636,4546,92079
OF1,64,GRFrough,01-04,650412393179,4136,88978
OF1,64,GRFrough,01-05,411038457628,4960,106692
OF1,64,GRFrough,01-06,481454118384,6276,127066
OF1,64,GRFrough,01-07,650060467149,5274,97889
OF1,64,GRFrough,01-08,434038374397,4804,91595
OF1,64,GRFrough,01-09,444965432991,6560,127057
OF1,64,GRFrough,01-10,519754349351,7272,237025
OF1,64,GRFrough,02-03,528041798093,3427,74602
OF1,64,GRFrough,02-04,634590853248,3364,83047
OF1,64,GRFrough,02-05,554041370566,4265,99602
OF1,64,GRFrough,02-07,505772722060,5795,126902
OF1,64,GRFrough,02-10,673415428604,6365,203434
OF1,64,GRFrough,03-07,426728677692,5934,107952
OF1,64,GRFrough,03-10,694242856815,6452,219333
OF1,64,GRFrough,04-03,552358327099,2988,75508
OF1,64,GRFrough,04-07,501597861464,3665,79485
OF1,64,GRFrough,04-10,680606037915,7255,209434
OF1,64,GRFrough,05-03,699444515405,3492,73444
OF1,64,GRFrough,05-04,636305059675,2507,78090
OF1,64,GRFrough,05-07,705214757490,4654,92728
OF1,64,GRFrough,05-10,431307582774,6913,202413
OF1,64,GRFrough,06-02,598182969925,5348,69424
OF1,64,GRFrough,06-03,705991201475,3106,84094
OF1,64,GRFrough,06-04,658456718333,2727,81105
OF1,64,GRFrough,06-05,349291287413,5721,98074
OF1,64,GRFrough,06-07,794899500179,6489,108005
OF1,64,GRFrough,06-08,563791345697,7863,126610
OF1,64,GRFrough,06-10,392993469369,7843,218557
OF1,64,GRFrough,07-10,746266060214,6396,207884
OF1,64,GRFrough,08-02,593172741341,2414,64147
OF1,64,GRFrough,08-03,686673836939,3249,79494
OF1,64,GRFrough,08-04,677305569676,6530,108811
OF1,64,GRFrough,08-05,497354031542,8165,141548
OF1,64,GRFrough,08-07,646271809038,4642,103553
OF1,64,GRFrough,08-10,490232870729,7462,215068
OF1,64,GRFrough,09-02,531855214099,3299,68027
OF1,64,GRFrough,09-03,727417517758,4048,88588
OF1,64,GRFrough,09-04,668052935773,3143,79825
OF1,64,GRFrough,09-05,300923953434,2624,65115
OF1,64,GRFrough,09-06,365977322435,5573,103012
OF1,64,GRFrough,09-07,721479170969,4290,98126
OF1,64,GRFrough,09-08,534133854616,6510,112148
OF1,64,GRFrough,09-10,437309503118,7374,220260
OF1,64,GRFsmooth,01-02,5297057360225,2915,79989
OF1,64,GRFsmooth,01-03,1913657792704,11304,116907
OF1,64,GRFsmooth,01-04,4674171121480,2801,87034
OF1,64,GRFsmooth,01-05,4057451613673,5357,88067
OF1,64,GRFsmooth,01-06,1915760468740,2491,81181
OF1,64,GRFsmooth,01-07,2721228824028,5051,101988
OF1,64,GRFsmooth,01-08,2534625112002,10390,122378
OF1,64,GRFsmooth,01-09,2107048301960,7417,130302
OF1,64,GRFsmooth,01-10,3672225748908,2075,66905
OF1,64,GRFsmooth,02-03,4212587703429,2626,83743
OF1,64,GRFsmooth,02-04,2479896800332,7184,105494
OF1,64,GRFsmooth,02-05,3424238927238,7080,98590
OF1,64,GRFsmooth,02-07,5547066022081,2299,84570
OF1,64,GRFsmooth,02-10,3553472976582,3598,87814
OF1,64,GRFsmooth,03-07,2874559196106,2600,98791
OF1,64,GRFsmooth,03-10,2780074459666,5267,86424
OF1,64,GRFsmooth,04-03,3604261148335,2295,83019
OF1,64,GRFsmooth,04-07,5180192001680,2598,105749
OF1,64,GRFsmooth,04-10,3745012261152,3706,105149
OF1,64,GRFsmooth,05-03,3682727014252,5015,84365
OF1,64,GRFsmooth,05-04,2965490408811,2312,68334
OF1,64,GRFsmooth,05-07,3551904129499,4333,88421
OF1,64,GRFsmooth,05-10,2280256480557,16865,373278
OF1,64,GRFsmooth,06-02,4345207123734,3336,74804
OF1,64,GRFsmooth,06-03,2039206900789,2268,67233
OF1,64,GRFsmooth,06-04,4179762606991,7552,127798
OF1,64,GRFsmooth,06-05,3409328418196,8190,117523
OF1,64,GRFsmooth,06-07,2186697701990,5857,83847
OF1,64,GRFsmooth,06-08,1938416774896,4948,95861
OF1,64,GRFsmooth,06-10,2603053906446,9044,107630
OF1,64,GRFsmooth,07-10,2444362004411,3969,94546
OF1,64,GRFsmooth,08-02,4011797573436,2307,80643
OF1,64,GRFsmooth,08-03,1610297204330,4499,79120
OF1,64,GRFsmooth,08-04,4048003911882,5308,114431
OF1,64,GRFsmooth,08-05,3921024347933,7444,143476
OF1,64,GRFsmooth,08-07,2821552928408,3299,84544
OF1,64,GRFsmooth,08-10,2145270271630,10707,159484
OF1,64,GRFsmooth,09-02,4211625393345,2556,72455
OF1,64,GRFsmooth,09-03,1251800430402,10123,116077
OF1,64,GRFsmooth,09-04,3783728345286,7470,126228
OF1,64,GRFsmooth,09-05,4202218314121,5349,108393
OF1,64,GRFsmooth,09-06,1866761065451,2530,89547
OF1,64,GRFsmooth,09-07,3404416437192,2420,83049
OF1,64,GRFsmooth,09-08,1964822961148,2956,80318
OF1,64,GRFsmooth,09-10,3283010477409,2698,80015
OF1,64,LogGRF,01-02,4413971397729,5720,147882
OF1,64,LogGRF,01-03,4773398278773,2862,105470
OF1,64,LogGRF,01-04,6430597192246,2762,116300
OF1,64,LogGRF,01-05,5099953822104,2537,94840
OF1,64,LogGRF,01-06,4943849501683,2645,99151
OF1,64,LogGRF,01-07,3089737491242,4967,123526
OF1,64,LogGRF,01-08,3360381636524,4239,114122
OF1,64,LogGRF,01-09,5022200296555,4645,123964
OF1,64,LogGRF,01-10,4580581105265,6898,118480
OF1,64,LogGRF,02-03,5306059466673,2346,89601
OF1,64,LogGRF,02-04,8597918892762,2708,106632
OF1,64,LogGRF,02-05,7073531615396,2464,98674
OF1,64,LogGRF,02-07,4100752005590,2860,101813
OF1,64,LogGRF,02-10,5793649935291,3151,111628
OF1,64,LogGRF,03-07,2747100395147,2969,79272
OF1,64,LogGRF,03-10,2460384483948,6107,125641
OF1,64,LogGRF,04-03,4548391866643,3825,85893
OF1,64,LogGRF,04-07,5515605355848,3326,91765
OF1,64,LogGRF,04-10,5226260654190,4380,97579
OF1,64,LogGRF,05-03,3376828870413,10268,153040
OF1,64,LogGRF,05-04,3026732919546,4301,106402
OF1,64,LogGRF,05-07,4047026440701,5622,125176
OF1,64,LogGRF,05-10,3420423714813,5938,117521
OF1,64,LogGRF,06-02,6259665047923,2619,93811
OF1,64,LogGRF,06-03,1857392157829,5597,92758
OF1,64,LogGRF,06-04,3388397307933,4252,106761
OF1,64,LogGRF,06-05,2405874195226,3170,99929
OF1,64,LogGRF,06-07,3047187375409,2758,86955
OF1,64,LogGRF,06-08,3121778633810,2618,77840
OF1,64,LogGRF,06-10,2609902986421,6322,118097
OF1,64,LogGRF,07-10,3391423276777,11488,203139
OF1,64,LogGRF,08-02,6343456509286,2647,106182
OF1,64,LogGRF,08-03,4064461267726,3542,108377
OF1,64,LogGRF,08-04,3832687600359,3665,102669
OF1,64,LogGRF,08-05,3024377273237,6300,124027
OF1,64,LogGRF,08-07,3451346462176,6898,141465
OF1,64,LogGRF,08-10,3918799413711,2394,97063
OF1,64,LogGRF,09-02,4019492892097,7300,116987
OF1,64,LogGRF,09-03,3242691767704,9326,219493
OF1,64,LogGRF,09-04,5516402871527,3212,108122
OF1,64,LogGRF,09-05,4565356708895,6338,115839
OF1,64,LogGRF,09-06,3477364194211,14507,317942
OF1,64,LogGRF,09-07,3408640118832,5019,101166
OF1,64,LogGRF,09-08,4826185827204,6847,129222
OF1,64,LogGRF,09-10,4687613809386,15840,318325
OF1,64,LogitGRF,01-02,1703422463193,4884,94000
OF1,64,LogitGRF,01-03,3022664827816,2631,95864
OF1,64,LogitGRF,01-04,3260474197838,8150,136304
OF1,64,LogitGRF,01-05,1609123655028,4893,104527
OF1,64,LogitGRF,01-06,1839145346825,7558,126065
OF1,64,LogitGRF,01-07,4087198064406,3004,97716
OF1,64,LogitGRF,01-08,2365185324975,6024,91082
OF1,64,LogitGRF,01-09,2242341366828,16163,191429
OF1,64,LogitGRF,01-10,2745184640811,5346,100726
OF1,64,LogitGRF,02-03,2952691724222,6725,102929
OF1,64,LogitGRF,02-04,2972703128162,10329,139450
OF1,64,LogitGRF,02-05,2155845848846,4418,87153
OF1,64,LogitGRF,02-07,3761680835654,5857,114776
OF1,64,LogitGRF,02-10,2689369288363,4425,89612
OF1,64,LogitGRF,03-07,2090136534895,3918,96124
OF1,64,LogitGRF,03-10,1262521953321,6854,94695
OF1,64,LogitGRF,04-03,2266251737066,11274,170167
OF1,64,LogitGRF,04-07,2159201534639,3326,93196
OF1,64,LogitGRF,04-10,1477412071987,8201,144796
OF1,64,LogitGRF,05-03,2836662510348,3750,102576
OF1,64,LogitGRF,05-04,2661368312031,8451,147351
OF1,64,LogitGRF,05-07,3633600399909,2509,96179
OF1,64,LogitGRF,05-10,2345004196559,6326,114502
OF1,64,LogitGRF,06-02,1923339635328,3893,96911
OF1,64,LogitGRF,06-03,3296019188181,3404,97066
OF1,64,LogitGRF,06-04,3301069518953,5549,119676
OF1,64,LogitGRF,06-05,1810817083285,4102,101056
OF1,64,LogitGRF,06-07,4222610193154,2779,100704
OF1,64,LogitGRF,06-08,2249144308913,3859,86655
OF1,64,LogitGRF,06-10,2846349937053,3899,97992
OF1,64,LogitGRF,07-10,1814786707555,5131,96435
OF1,64,LogitGRF,08-02,2422620342729,5430,135586
OF1,64,LogitGRF,08-03,3463453166383,3932,99450
OF1,64,LogitGRF,08-04,2360765345015,4227,94068
OF1,64,LogitGRF,08-05,1889298097874,4591,104274
OF1,64,LogitGRF,08-07,3885451602718,3613,95367
OF1,64,LogitGRF,08-10,2732100437731,4213,100766
OF1,64,LogitGRF,09-02,2381492612002,4606,105385
OF1,64,LogitGRF,09-03,1684359436554,4615,105322
OF1,64,LogitGRF,09-04,1910836785893,6864,126706
OF1,64,LogitGRF,09-05,1993415423710,4160,88578
OF1,64,LogitGRF,09-06,2541406926194,6757,125676
OF1,64,LogitGRF,09-07,2384447743957,5265,114181
OF1,64,LogitGRF,09-08,2253039809959,3473,77436
OF1,64,LogitGRF,09-10,1333910026421,4730,105996
OF1,64,MicroscopyImages,01-02,1933037880809,219,27324
OF1,64,MicroscopyImages,01-03,2913786476146,98,18575
OF1,64,MicroscopyImages,01-04,3153047709639,212,26364
OF1,64,MicroscopyImages,01-05,5863531025202,102,20245
OF1,64,MicroscopyImages,01-06,5612320711696,189,28168
OF1,64,MicroscopyImages,01-07,3058514524690,172,25159
OF1,64,MicroscopyImages,01-08,3650626027421,287,34117
OF1,64,MicroscopyImages,01-09,7695100332637,122,21995
OF1,64,MicroscopyImages,01-10,6329927187984,278,35888
OF1,64,MicroscopyImages,02-03,2170464758729,210,25018
OF1,64,MicroscopyImages,02-04,2883756037376,465,42085
OF1,64,MicroscopyImages,02-05,4908976186911,227,31237
OF1,64,MicroscopyImages,02-07,2501047169748,407,39522
OF1,64,MicroscopyImages,02-10,5540044862079,637,53766
OF1,64,MicroscopyImages,03-07,2192286373935,176,23808
OF1,64,MicroscopyImages,03-10,4277400131119,305,35159
OF1,64,MicroscopyImages,04-03,2024651660949,242,31015
OF1,64,MicroscopyImages,04-07,3115113651894,407,40345
OF1,64,MicroscopyImages,04-10,3605880416081,598,48050
OF1,64,MicroscopyImages,05-03,3524903057245,115,19632
OF1,64,MicroscopyImages,05-04,3423885169647,256,34700
OF1,64,MicroscopyImages,05-07,4748714785186,180,27605
OF1,64,MicroscopyImages,05-10,2619748054248,295,33193
OF1,64,MicroscopyImages,06-02,5149652433058,424,43314
OF1,64,MicroscopyImages,06-03,4114613075499,209,29128
OF1,64,MicroscopyImages,06-04,2999307391786,427,41800
OF1,64,MicroscopyImages,06-05,2442054261902,188,25627
OF1,64,MicroscopyImages,06-07,5266205612655,326,38151
OF1,64,MicroscopyImages,06-08,5406339046079,526,48056
OF1,64,MicroscopyImages,06-10,2371726484262,516,44080
OF1,64,MicroscopyImages,07-10,5451472021700,528,50513
OF1,64,MicroscopyImages,08-02,2529021911286,628,50535
OF1,64,MicroscopyImages,08-03,2233731565815,293,33057
OF1,64,MicroscopyImages,08-04,3610028766017,600,48623
OF1,64,MicroscopyImages,08-05,4517215059933,315,37197
OF1,64,MicroscopyImages,08-07,1426292299736,541,45190
OF1,64,MicroscopyImages,08-10,5262818256291,763,59580
OF1,64,MicroscopyImages,09-02,6732046577118,277,34340
OF1,64,MicroscopyImages,09-03,5396010944121,127,21755
OF1,64,MicroscopyImages,09-04,5155035200875,284,33676
OF1,64,MicroscopyImages,09-05,3641341154263,124,20280
OF1,64,MicroscopyImages,09-06,3911287705934,233,31297
OF1,64,MicroscopyImages,09-07,6466455185640,235,33166
OF1,64,MicroscopyImages,09-08,6065603354691,361,39857
OF1,64,MicroscopyImages,09-10,1980076094442,365,36570
OF1,64,Shapes,01-02,3761703152000,748,55031
OF1,64,Shapes,01-03,661218000000,798,61107
OF1,64,Shapes,01-04,2635573393625,956,52228
OF1,64,Shapes,01-05,2020997141137,727,47704
OF1,64,Shapes,01-06,4885707600000,809,73490
OF1,64,Shapes,01-07,3445903605052,1124,61418
OF1,64,Shapes,01-08,2777837723233,523,44227
OF1,64,Shapes,01-09,1816923600000,753,59424
OF1,64,Shapes,01-10,1128737854197,919,51661
OF1,64,Shapes,02-03,3775127856000,355,36418
OF1,64,Shapes,02-04,1228244787651,310,25385
OF1,64,Shapes,02-05,4466036637098,358,37949
OF1,64,Shapes,02-07,3618592877774,423,40415
OF1,64,Shapes,02-10,4282528170073,391,38031
OF1,64,Shapes,03-07,3490280055972,574,47743
OF1,64,Shapes,03-10,1285017332704,439,36669
OF1,64,Shapes,04-03,2672276707461,512,41892
OF1,64,Shapes,04-07,3264657445338,582,44800
OF1,64,Shapes,04-10,3142263030962,512,40603
OF1,64,Shapes,05-03,2074974882391,370,34085
OF1,64,Shapes,05-04,3293049404345,486,40085
OF1,64,Shapes,05-07,3994971609563,583,47234
OF1,64,Shapes,05-10,2169436235431,439,33924
OF1,64,Shapes,06-02,4614142224000,342,33960
OF1,64,Shapes,06-03,4901329800000,525,54287
OF1,64,Shapes,06-04,4425880294942,575,48968
OF1,64,Shapes,06-05,5146550274460,452,47657
OF1,64,Shapes,06-07,7642591175087,666,61885
OF1,64,Shapes,06-08,4609379525989,314,37200
OF1,64,Shapes,06-10,5034161044137,518,47929
OF1,64,Shapes,07-10,3739652566870,588,45948
OF1,64,Shapes,08-02,1771554713405,184,21260
OF1,64,Shapes,08-03,2810418115382,274,30157
OF1,64,Shapes,08-04,1140406275471,282,23550
OF1,64,Shapes,08-05,2992125727277,270,29631
OF1,64,Shapes,08-07,3418959273438,367,38337
OF1,64,Shapes,08-10,3428930465738,298,31266
OF1,64,Shapes,09-02,4105034336000,340,35296
OF1,64,Shapes,09-03,1861470800000,556,52756
OF1,64,Shapes,09-04,3203137960472,511,41176
OF1,64,Shapes,09-05,2750655501402,376,34224
OF1,64,Shapes,09-06,5075084000000,862,45102
OF1,64,Shapes,09-07,3859935056691,608,49171
OF1,64,Shapes,09-08,3312279739180,289,30770
OF1,64,Shapes,09-10,2136910932614,438,34342
OF1,64,WhiteNoise,01-02,245363033670,2917,64915
OF1,64,WhiteNoise,01-03,247737532099,2787,65126
OF1,64,WhiteNoise,01-04,272130427874,2189,61263
OF1,64,WhiteNoise,01-05,272157736657,3125,67861
OF1,64,WhiteNoise,01-06,260097810597,3178,72253
OF1,64,WhiteNoise,01-07,357909445388,3198,75356
OF1,64,WhiteNoise,01-08,311019961042,2483,60862
OF1,64,WhiteNoise,01-09,290591373588,2395,62029
OF1,64,WhiteNoise,01-10,295542271238,2981,67531
OF1,64,WhiteNoise,02-03,283852277029,3099,66571
OF1,64,WhiteNoise,02-04,303732973620,3779,77093
OF1,64,WhiteNoise,02-05,276121003013,2135,56256
OF1,64,WhiteNoise,02-07,330335743829,2674,62763
OF1,64,WhiteNoise,02-10,305780170982,2473,57675
OF1,64,WhiteNoise,03-07,375280623011,3246,75906
OF1,64,WhiteNoise,03-10,323626758518,2832,65944
OF1,64,WhiteNoise,04-03,257943632786,3155,66451
OF1,64,WhiteNoise,04-07,347170394351,3304,70935
OF1,64,WhiteNoise,04-10,293940873389,3496,73230
OF1,64,WhiteNoise,05-03,271272677144,2436,66561
OF1,64,WhiteNoise,05-04,280191432226,3133,69980
OF1,64,WhiteNoise,05-07,295464679242,2582,65809
OF1,64,WhiteNoise,05-10,256359741139,2576,58090
OF1,64,WhiteNoise,06-02,246790579470,3068,67192
OF1,64,WhiteNoise,06-03,288059431860,2717,66702
OF1,64,WhiteNoise,06-04,271152270983,3029,70105
OF1,64,WhiteNoise,06-05,262101081129,2668,61063
OF1,64,WhiteNoise,06-07,270386824871,2182,54877
OF1,64,WhiteNoise,06-08,261052633068,3492,70671
OF1,64,WhiteNoise,06-10,275050371286,2470,59847
OF1,64,WhiteNoise,07-10,264914314246,2308,58775
OF1,64,WhiteNoise,08-02,321729913398,4071,88746
OF1,64,WhiteNoise,08-03,309762362025,3101,72218
OF1,64,WhiteNoise,08-04,261072617114,2880,67569
OF1,64,WhiteNoise,08-05,289564282929,3760,76287
OF1,64,WhiteNoise,08-07,278888168807,3216,72887
OF1,64,WhiteNoise,08-10,268728138733,3018,65948
OF1,64,WhiteNoise,09-02,317312248838,4620,95115
OF1,64,WhiteNoise,09-03,291549084250,4120,78316
OF1,64,WhiteNoise,09-04,247412557394,2594,65613
OF1,64,WhiteNoise,09-05,299051975851,3665,75116
OF1,64,WhiteNoise,09-06,266336102255,3825,79835
OF1,64,WhiteNoise,09-07,317155592220,3279,70659
OF1,64,WhiteNoise,09-08,255076297419,2677,60551
OF1,64,WhiteNoise,09-10,303166476022,3485,76645
OF1,128,CauchyDensity,01-06,77963299850289,294320,851658
OF1,128,CauchyDensity,01-10,61875262685587,621624,969944
OF1,128,CauchyDensity,02-01,30812793496257,481715,2414637
OF1,128,CauchyDensity,02-04,51195433057164,58147,522847
OF1,128,CauchyDensity,02-06,65514207500694,125660,570608
OF1,128,CauchyDensity,02-10,57192961117153,163650,583502
OF1,128,CauchyDensity,03-01,73696269732703,422677,1610678
OF1,128,CauchyDensity,03-02,59516838218496,69526,698330
OF1,128,CauchyDensity,03-04,18384075888514,340875,932016
OF1,128,CauchyDensity,03-06,17094008844641,396177,564626
OF1,128,CauchyDensity,03-07,16893881607251,1002064,1456776
OF1,128,CauchyDensity,03-08,25833169795630,1326713,2030034
OF1,128,CauchyDensity,03-09,25173056046715,387620,642590
OF1,128,CauchyDensity,03-10,39628022461514,882728,1008203
OF1,128,CauchyDensity,04-01,63030129283372,468445,1355843
OF1,128,CauchyDensity,04-06,20596577009951,470606,691532
OF1,128,CauchyDensity,04-10,40929794269548,383426,573380
OF1,128,CauchyDensity,05-01,56014326624270,587028,1520803
OF1,128,CauchyDensity,05-02,45310007026125,425345,937670
OF1,128,CauchyDensity,05-03,30672106912821,87284,445061
OF1,128,CauchyDensity,05-04,23552431785544,155295,391753
OF1,128,CauchyDensity,05-06,27544619876812,43022,300947
OF1,128,CauchyDensity,05-07,18809364503402,60289,294257
OF1,128,CauchyDensity,05-08,12498458319466,95323,307822
OF1,128,CauchyDensity,05-09,24317766472158,40588,314937
OF1,128,CauchyDensity,05-10,44217068822603,51439,397725
OF1,128,CauchyDensity,07-01,65653384149236,452724,1222354
OF1,128,CauchyDensity,07-02,52813762999471,118723,762229
OF1,128,CauchyDensity,07-04,13411305066066,438344,726285
OF1,128,CauchyDensity,07-06,13608330559134,51650,388848
OF1,128,CauchyDensity,07-10,36246294552419,52154,442554
OF1,128,CauchyDensity,08-01,56231166872867,462797,1337748
OF1,128,CauchyDensity,08-02,44935745936252,124641,689038
OF1,128,CauchyDensity,08-04,18763135084420,879058,672832
OF1,128,CauchyDensity,08-06,24479717566067,49818,393235
OF1,128,CauchyDensity,08-07,11272390035382,76261,370072
OF1,128,CauchyDensity,08-10,33278492795992,48820,398321
OF1,128,CauchyDensity,09-01,72863850813014,303622,974280
