Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],IIO time [ms],Matryoshka time [ms],IIO step 2 basis changes,IIO iterations
OF1,32,WhiteNoise,02-10,62767766263,98,84,14,3521,117
OF1,32,WhiteNoise,03-02,60877218031,116,102,14,3459,110
OF1,32,WhiteNoise,03-04,72336751987,77,63,14,3622,84
OF1,32,WhiteNoise,03-05,63637961939,125,110,15,3571,105
OF1,32,WhiteNoise,03-06,53300577644,98,84,14,3148,106
OF1,32,WhiteNoise,03-08,66106390383,91,77,14,4068,109
OF1,32,WhiteNoise,03-09,63904260588,87,75,12,3300,103
OF1,32,WhiteNoise,03-10,55557939020,98,82,16,3259,117
OF1,32,WhiteNoise,04-05,59571305412,83,67,16,3265,97
OF1,32,WhiteNoise,04-08,72055977501,110,86,24,3779,99
OF1,32,WhiteNoise,04-10,82129694629,112,99,13,4170,108
OF1,32,WhiteNoise,05-08,63884105234,84,70,14,3736,105
OF1,32,WhiteNoise,05-10,66996773336,97,84,13,3751,126
OF1,32,WhiteNoise,06-04,64151622677,89,77,12,3256,96
OF1,32,WhiteNoise,06-05,57460836232,101,88,13,3236,103
OF1,32,WhiteNoise,06-08,58543744204,113,90,23,3845,121
OF1,32,WhiteNoise,06-09,66349396194,89,75,14,3484,98
OF1,32,WhiteNoise,06-10,56552190012,94,81,13,3283,106
OF1,32,WhiteNoise,07-02,60202485137,78,64,14,3317,93
OF1,32,WhiteNoise,07-03,61772519243,80,66,14,3389,92
OF1,32,WhiteNoise,07-04,84820822316,106,90,16,4323,97
OF1,32,WhiteNoise,07-05,62578915474,113,97,16,3311,99
OF1,32,WhiteNoise,07-06,62701007042,74,59,15,3584,95
OF1,32,WhiteNoise,07-08,60528626107,83,68,15,3407,96
OF1,32,WhiteNoise,07-09,72576196605,96,82,14,3860,113
OF1,32,WhiteNoise,07-10,62909519326,97,81,16,3496,103
OF1,32,WhiteNoise,09-04,62744672684,98,83,15,3435,108
OF1,32,WhiteNoise,09-05,59168931048,92,79,13,3428,104
OF1,32,WhiteNoise,09-08,68820545275,82,67,15,3695,88
OF1,32,WhiteNoise,09-10,70298454355,90,77,13,3737,99
OF1,32,WhiteNoise,10-08,65906474169,85,71,14,3887,109
OF1,64,CauchyDensity,01-02,6653857293715,1990,1838,152,37444,804
OF1,64,CauchyDensity,01-03,2523834973386,2405,2269,136,43313,1397
OF1,64,CauchyDensity,01-04,4471420698880,2560,2444,116,42478,821
OF1,64,CauchyDensity,01-05,4749139124340,3645,3458,187,59182,2508
OF1,64,CauchyDensity,01-06,6520771207191,2181,2007,174,41822,811
OF1,64,CauchyDensity,01-07,4139762572768,3142,2979,163,44943,1954
OF1,64,CauchyDensity,01-08,5850102307228,1643,1515,128,42272,627
OF1,64,CauchyDensity,01-09,5130424442222,2720,2577,143,44340,901
OF1,64,CauchyDensity,01-10,4741722110268,3147,2929,218,44937,1552
OF1,64,CauchyDensity,02-03,6079084769127,2450,2319,131,35477,588
OF1,64,CauchyDensity,02-04,5649398348810,2752,2623,129,37770,732
OF1,64,CauchyDensity,02-05,3440181273882,3165,3015,150,41520,865
OF1,64,CauchyDensity,02-07,5335315634880,2195,2067,128,41043,560
OF1,64,CauchyDensity,02-10,5876446962533,2095,1940,155,41931,570
OF1,64,CauchyDensity,03-07,1934644856809,1939,1819,120,39432,739
OF1,64,CauchyDensity,03-10,2643236812099,2115,1995,120,40558,611
OF1,64,CauchyDensity,04-03,3494493972315,2359,2251,108,39702,699
OF1,64,CauchyDensity,04-07,2878775308787,1938,1823,115,39177,477
OF1,64,CauchyDensity,04-10,3086445603426,1969,1851,118,39406,442
OF1,64,CauchyDensity,05-03,4103810441278,2867,2738,129,41980,571
OF1,64,CauchyDensity,05-04,4416924725125,2033,1890,143,36196,470
OF1,64,CauchyDensity,05-07,3629319437167,2324,2203,121,41473,471
OF1,64,CauchyDensity,05-10,4726290578521,2006,1880,126,40029,421
OF1,64,CauchyDensity,06-02,4507454596558,3895,3650,245,49838,1802
OF1,64,CauchyDensity,06-03,5453921307581,2589,2469,120,37370,610
OF1,64,CauchyDensity,06-04,3435682719301,2973,2841,132,41700,572
OF1,64,CauchyDensity,06-05,3698020717861,2873,2730,143,42304,640
OF1,64,CauchyDensity,06-07,4670987787000,2576,2441,135,42399,477
OF1,64,CauchyDensity,06-08,3870453438721,2178,2050,128,42270,512
OF1,64,CauchyDensity,06-10,5668413666949,3036,2937,99,40615,600
OF1,64,CauchyDensity,07-10,1310453241754,2226,2011,215,37446,743
OF1,64,CauchyDensity,08-02,3150777172450,3346,3248,98,39266,2457
OF1,64,CauchyDensity,08-03,5503691462107,2434,2260,174,44481,591
OF1,64,CauchyDensity,08-04,4810623408165,2518,2357,161,43722,630
OF1,64,CauchyDensity,08-05,2487656309051,2200,2060,140,41331,459
OF1,64,CauchyDensity,08-07,5025980291563,3699,3542,157,47448,692
OF1,64,CauchyDensity,08-10,5850132527727,4810,4588,222,44257,605
OF1,64,CauchyDensity,09-02,5343423785813,4341,4248,93,35026,1997
OF1,64,CauchyDensity,09-03,4055821286677,2164,2029,135,42055,676
OF1,64,CauchyDensity,09-04,5169028056968,2214,2083,131,45569,486
OF1,64,CauchyDensity,09-05,4520600416535,2385,2308,77,39810,708
OF1,64,CauchyDensity,09-06,7175107436589,2292,2173,119,40150,450
OF1,64,CauchyDensity,09-07,3428804575648,2526,2381,145,44010,458
OF1,64,CauchyDensity,09-08,5414125782906,2610,2500,110,44645,453
OF1,64,CauchyDensity,09-10,3120294042572,2785,2608,177,40331,414
OF1,64,ClassicImages,01-02,1650419011023,1448,1322,126,35610,371
OF1,64,ClassicImages,01-03,1845206737909,1501,1339,162,35380,424
OF1,64,ClassicImages,01-04,1357707677184,1507,1398,109,32748,488
OF1,64,ClassicImages,01-05,1564673831507,1626,1524,102,35069,521
OF1,64,ClassicImages,01-06,2330197751573,1994,1866,128,39496,543
OF1,64,ClassicImages,01-07,1861094480955,1419,1259,160,33558,410
OF1,64,ClassicImages,01-08,1487766933570,1323,1218,105,32904,482
OF1,64,ClassicImages,01-09,2733350533250,1718,1617,101,38848,371
OF1,64,ClassicImages,01-10,2319314344592,3232,3046,186,34728,498
OF1,64,ClassicImages,02-03,1281841472680,4632,4435,197,32269,398
OF1,64,ClassicImages,02-04,708537437712,1619,1502,117,27999,316
OF1,64,ClassicImages,02-05,717229093587,1644,1553,91,29656,478
OF1,64,ClassicImages,02-07,818570783569,2440,2341,99,28701,424
OF1,64,ClassicImages,02-10,1371796268814,2705,2574,131,32613,373
OF1,64,ClassicImages,03-07,1558865552426,2841,2673,168,33634,639
OF1,64,ClassicImages,03-10,2008539394834,2665,2496,169,37064,622
OF1,64,ClassicImages,04-03,1060734805248,1913,1798,115,31022,324
OF1,64,ClassicImages,04-07,1209714733124,1829,1669,160,32118,351
OF1,64,ClassicImages,04-10,1786025372333,3901,3741,160,35493,806
OF1,64,ClassicImages,05-03,1193980436307,2832,2473,359,33244,831
OF1,64,ClassicImages,05-04,865482897787,2172,2066,106,27202,380
OF1,64,ClassicImages,05-07,833147671541,1916,1795,121,28114,394
OF1,64,ClassicImages,05-10,1738168593170,2647,2239,408,33885,471
OF1,64,ClassicImages,06-02,836038037726,1576,1474,102,30771,427
OF1,64,ClassicImages,06-03,1459953467883,1386,1287,99,32943,310
OF1,64,ClassicImages,06-04,1294244869845,1933,1813,120,34198,362
OF1,64,ClassicImages,06-05,1097492836154,1304,1208,96,31800,280
OF1,64,ClassicImages,06-07,1055167005051,1422,1316,106,31640,361
OF1,64,ClassicImages,06-08,1251737027754,2164,1928,236,33398,271
OF1,64,ClassicImages,06-10,1357155018157,1597,1502,95,31697,335
OF1,64,ClassicImages,07-10,1499032784854,2145,2013,132,32663,495
OF1,64,ClassicImages,08-02,938053549875,1962,1849,113,31836,470
OF1,64,ClassicImages,08-03,1292121443038,2828,2680,148,31574,694
OF1,64,ClassicImages,08-04,888732550365,1649,1554,95,27907,404
OF1,64,ClassicImages,08-05,1125330278056,2305,2145,160,30849,422
OF1,64,ClassicImages,08-07,1188449535199,2445,2325,120,30456,433
OF1,64,ClassicImages,08-10,1513217775641,1891,1779,112,31879,402
OF1,64,ClassicImages,09-02,2032536913223,1581,1471,110,37903,294
OF1,64,ClassicImages,09-03,2406954622370,1466,1359,107,34173,285
OF1,64,ClassicImages,09-04,2299181820214,1655,1545,110,37821,373
OF1,64,ClassicImages,09-05,1906825298287,2018,1913,105,37258,396
OF1,64,ClassicImages,09-06,2017605138837,2415,2286,129,37769,446
OF1,64,ClassicImages,09-07,1830277204574,1769,1671,98,35692,362
OF1,64,ClassicImages,09-08,2676768805595,1987,1868,119,41635,367
OF1,64,ClassicImages,09-10,2951865378671,2335,2190,145,42340,471
OF1,64,GRFmoderate,01-02,1587947829345,1518,1407,111,35847,399
OF1,64,GRFmoderate,01-03,1245776267821,1601,1502,99,32524,367
OF1,64,GRFmoderate,01-04,1321747307651,1547,1446,101,33272,421
OF1,64,GRFmoderate,01-05,1608520228750,2491,2386,105,36435,410
OF1,64,GRFmoderate,01-06,2147452330968,1841,1751,90,39255,626
OF1,64,GRFmoderate,01-07,1529971122870,1505,1387,118,32605,439
OF1,64,GRFmoderate,01-08,1908145800542,1548,1451,97,34886,307
OF1,64,GRFmoderate,01-09,1528486038499,1406,1307,99,33680,312
OF1,64,GRFmoderate,01-10,1906764492456,2706,2498,208,39236,426
OF1,64,GRFmoderate,02-03,1501060284905,2601,2451,150,34098,484
OF1,64,GRFmoderate,02-04,2238627699241,2426,2214,212,37252,355
OF1,64,GRFmoderate,02-05,2118732661175,2391,2255,136,39048,447
OF1,64,GRFmoderate,02-07,1962053656606,2096,1939,157,39367,501
OF1,64,GRFmoderate,02-10,2797317824183,2244,2108,136,39573,502
OF1,64,GRFmoderate,03-07,1474849931647,1825,1701,124,35814,344
OF1,64,GRFmoderate,03-10,2179979770929,1830,1697,133,37413,402
OF1,64,GRFmoderate,04-03,1999434438166,1768,1627,141,37680,437
OF1,64,GRFmoderate,04-07,1702306119303,2319,2168,151,38670,462
OF1,64,GRFmoderate,04-10,1137785417836,1957,1799,158,31469,408
OF1,64,GRFmoderate,05-03,1295935498137,1866,1729,137,32493,318
OF1,64,GRFmoderate,05-04,2246808832916,2110,1941,169,37214,364
OF1,64,GRFmoderate,05-07,1082470255574,2680,2440,240,32070,422
OF1,64,GRFmoderate,05-10,2115513861763,2276,2129,147,37939,404
OF1,64,GRFmoderate,06-02,2405164628826,1645,1534,111,37344,356
OF1,64,GRFmoderate,06-03,1659032213686,1777,1669,108,36352,363
OF1,64,GRFmoderate,06-04,2594181228593,2372,2254,118,39601,406
OF1,64,GRFmoderate,06-05,893301231240,1607,1513,94,31697,313
OF1,64,GRFmoderate,06-07,1524596181805,1644,1545,99,34703,365
OF1,64,GRFmoderate,06-08,1395637169301,3648,3465,183,35319,625
OF1,64,GRFmoderate,06-10,2380512888409,2341,2211,130,39651,439
OF1,64,GRFmoderate,07-10,1522621140231,1971,1836,135,36475,543
OF1,64,GRFmoderate,08-02,1843172628332,2539,2433,106,34346,532
OF1,64,GRFmoderate,08-03,1327372020528,1817,1723,94,34190,338
OF1,64,GRFmoderate,08-04,2626935344637,2113,1999,114,38691,448
OF1,64,GRFmoderate,08-05,1277586520411,1540,1436,104,34188,512
OF1,64,GRFmoderate,08-07,1351075108941,1824,1713,111,33584,377
OF1,64,GRFmoderate,08-10,2616323138874,2157,2031,126,39982,432
OF1,64,GRFmoderate,09-02,2215428380859,1748,1636,112,39674,468
OF1,64,GRFmoderate,09-03,1635033984379,1540,1441,99,33761,313
OF1,64,GRFmoderate,09-04,1316434868118,1538,1428,110,31226,295
OF1,64,GRFmoderate,09-05,1325859253029,1487,1387,100,32492,286
OF1,64,GRFmoderate,09-06,1633572599834,1511,1389,122,35921,390
OF1,64,GRFmoderate,09-07,869904875357,1408,1316,92,30150,445
OF1,64,GRFmoderate,09-08,1836258009876,1746,1626,120,36358,363
OF1,64,GRFmoderate,09-10,1142204972437,1386,1279,107,32780,386
OF1,64,GRFrough,01-02,452581794007,1528,1439,89,24546,292
OF1,64,GRFrough,01-03,631941731636,1192,1091,101,25928,269
OF1,64,GRFrough,01-04,650412393179,1401,1308,93,26307,340
OF1,64,GRFrough,01-05,411038457628,1065,981,84,22138,225
OF1,64,GRFrough,01-06,481454118384,1570,1471,99,26465,297
OF1,64,GRFrough,01-07,650060467149,1600,1496,104,28746,343
OF1,64,GRFrough,01-08,434038374397,1421,1319,102,22321,269
OF1,64,GRFrough,01-09,444965432991,1350,1242,108,24006,337
OF1,64,GRFrough,01-10,519754349351,2988,2838,150,26554,465
OF1,64,GRFrough,02-03,528041798093,1425,1305,120,25565,261
OF1,64,GRFrough,02-04,634590853248,1189,1095,94,29007,275
OF1,64,GRFrough,02-05,554041370566,1469,1367,102,27139,354
OF1,64,GRFrough,02-07,505772722060,1231,1105,126,25249,229
OF1,64,GRFrough,02-10,673415428604,1668,1564,104,27394,370
OF1,64,GRFrough,03-07,426728677692,1784,1670,114,23989,242
OF1,64,GRFrough,03-10,694242856815,1422,1308,114,26957,235
OF1,64,GRFrough,04-03,552358327099,1580,1484,96,25921,319
OF1,64,GRFrough,04-07,501597861464,2267,2069,198,24008,253
OF1,64,GRFrough,04-10,680606037915,1820,1689,131,26441,252
OF1,64,GRFrough,05-03,699444515405,2068,1962,106,26683,282
OF1,64,GRFrough,05-04,636305059675,1685,1602,83,27564,276
OF1,64,GRFrough,05-07,705214757490,2417,2316,101,28743,374
OF1,64,GRFrough,05-10,431307582774,2060,1980,80,23153,304
OF1,64,GRFrough,06-02,598182969925,994,892,102,27176,212
OF1,64,GRFrough,06-03,705991201475,1229,1133,96,27780,259
OF1,64,GRFrough,06-04,658456718333,1488,1401,87,25879,279
OF1,64,GRFrough,06-05,349291287413,1422,1338,84,22536,318
OF1,64,GRFrough,06-07,794899500179,1312,1218,94,29134,309
OF1,64,GRFrough,06-08,563791345697,1546,1446,100,25853,286
OF1,64,GRFrough,06-10,392993469369,1159,1057,102,21797,232
OF1,64,GRFrough,07-10,746266060214,1862,1733,129,28861,318
OF1,64,GRFrough,08-02,593172741341,1269,1177,92,24751,296
OF1,64,GRFrough,08-03,686673836939,1486,1396,90,26656,283
OF1,64,GRFrough,08-04,677305569676,2467,2296,171,27035,589
OF1,64,GRFrough,08-05,497354031542,2532,2362,170,24888,357
OF1,64,GRFrough,08-07,646271809038,1560,1457,103,28106,351
OF1,64,GRFrough,08-10,490232870729,1364,1264,100,23298,246
OF1,64,GRFrough,09-02,531855214099,1023,933,90,25130,255
OF1,64,GRFrough,09-03,727417517758,1140,1013,127,26959,224
OF1,64,GRFrough,09-04,668052935773,1542,1439,103,27538,293
OF1,64,GRFrough,09-05,300923953434,1098,1015,83,19866,219
OF1,64,GRFrough,09-06,365977322435,1545,1453,92,21931,282
OF1,64,GRFrough,09-07,721479170969,1173,1078,95,28670,270
OF1,64,GRFrough,09-08,534133854616,1238,1153,85,24776,258
OF1,64,GRFrough,09-10,437309503118,1582,1479,103,22861,377
OF1,64,GRFsmooth,01-02,5297057360225,4464,4301,163,46094,911
OF1,64,GRFsmooth,01-03,1913657792704,2316,2188,128,38649,428
OF1,64,GRFsmooth,01-04,4674171121480,2593,2435,158,43570,534
OF1,64,GRFsmooth,01-05,4057451613673,2989,2851,138,42399,970
OF1,64,GRFsmooth,01-06,1915760468740,1458,1334,124,39698,432
OF1,64,GRFsmooth,01-07,2721228824028,1708,1594,114,39261,397
OF1,64,GRFsmooth,01-08,2534625112002,2683,2538,145,39661,932
OF1,64,GRFsmooth,01-09,2107048301960,2234,2120,114,40273,410
OF1,64,GRFsmooth,01-10,3672225748908,2588,2400,188,39864,433
OF1,64,GRFsmooth,02-03,4212587703429,3464,3295,169,44689,771
OF1,64,GRFsmooth,02-04,2479896800332,2956,2786,170,38328,867
OF1,64,GRFsmooth,02-05,3424238927238,2933,2780,153,41022,726
OF1,64,GRFsmooth,02-07,5547066022081,2750,2584,166,45834,476
OF1,64,GRFsmooth,02-10,3553472976582,2856,2719,137,44597,577
OF1,64,GRFsmooth,03-07,2874559196106,2459,2327,132,42141,556
OF1,64,GRFsmooth,03-10,2780074459666,2099,1851,248,38898,437
OF1,64,GRFsmooth,04-03,3604261148335,2680,2530,150,42171,544
OF1,64,GRFsmooth,04-07,5180192001680,2453,2309,144,41339,402
OF1,64,GRFsmooth,04-10,3745012261152,3395,3253,142,43930,808
OF1,64,GRFsmooth,05-03,3682727014252,4635,4322,313,37182,699
OF1,64,GRFsmooth,05-04,2965490408811,2200,2062,138,40194,383
OF1,64,GRFsmooth,05-07,3551904129499,2574,2419,155,41260,412
OF1,64,GRFsmooth,05-10,2280256480557,2910,2759,151,38255,508
OF1,64,GRFsmooth,06-02,4345207123734,2985,2816,169,42480,523
OF1,64,GRFsmooth,06-03,2039206900789,2307,2170,137,36965,623
OF1,64,GRFsmooth,06-04,4179762606991,3163,2983,180,39053,562
OF1,64,GRFsmooth,06-05,3409328418196,2518,2374,144,38891,445
OF1,64,GRFsmooth,06-07,2186697701990,2221,2092,129,39041,554
OF1,64,GRFsmooth,06-08,1938416774896,2056,1925,131,36301,523
OF1,64,GRFsmooth,06-10,2603053906446,1706,1534,172,36620,514
OF1,64,GRFsmooth,07-10,2444362004411,2197,2058,139,40210,468
OF1,64,GRFsmooth,08-02,4011797573436,2848,2611,237,46097,467
OF1,64,GRFsmooth,08-03,1610297204330,1887,1754,133,36148,478
OF1,64,GRFsmooth,08-04,4048003911882,3379,3165,214,35590,441
OF1,64,GRFsmooth,08-05,3921024347933,3177,2927,250,38984,632
OF1,64,GRFsmooth,08-07,2821552928408,2582,2387,195,35990,511
OF1,64,GRFsmooth,08-10,2145270271630,3094,2859,235,36200,650
OF1,64,GRFsmooth,09-02,4211625393345,3217,3057,160,47375,581
OF1,64,GRFsmooth,09-03,1251800430402,2671,2493,178,36994,610
OF1,64,GRFsmooth,09-04,3783728345286,3753,3627,126,38971,560
OF1,64,GRFsmooth,09-05,4202218314121,2652,2543,109,40710,583
OF1,64,GRFsmooth,09-06,1866761065451,1613,1462,151,38666,354
OF1,64,GRFsmooth,09-07,3404416437192,2041,1921,120,38257,402
OF1,64,GRFsmooth,09-08,1964822961148,2090,1971,119,36501,497
OF1,64,GRFsmooth,09-10,3283010477409,1997,1852,145,39550,417
OF1,64,LogGRF,01-02,4413971397729,1822,1714,108,37729,627
OF1,64,LogGRF,01-03,4773398278773,2108,1961,147,39681,772
OF1,64,LogGRF,01-04,6430597192246,2312,2155,157,44057,543
OF1,64,LogGRF,01-05,5099953822104,1930,1809,121,37607,544
OF1,64,LogGRF,01-06,4943849501683,2268,2151,117,37538,690
OF1,64,LogGRF,01-07,3089737491242,1702,1582,120,38447,483
OF1,64,LogGRF,01-08,3360381636524,2367,2226,141,42401,582
OF1,64,LogGRF,01-09,5022200296555,1963,1831,132,38196,533
OF1,64,LogGRF,01-10,4580581105265,2749,2541,208,39840,560
OF1,64,LogGRF,02-03,5306059466673,2219,2061,158,38865,477
OF1,64,LogGRF,02-04,8597918892762,4195,3938,257,45851,775
OF1,64,LogGRF,02-05,7073531615396,2372,2234,138,41340,504
OF1,64,LogGRF,02-07,4100752005590,2622,2481,141,44439,837
OF1,64,LogGRF,02-10,5793649935291,2483,2330,153,39083,562
OF1,64,LogGRF,03-07,2747100395147,1471,1340,131,36642,406
OF1,64,LogGRF,03-10,2460384483948,3458,3346,112,36537,704
OF1,64,LogGRF,04-03,4548391866643,1613,1515,98,35065,421
OF1,64,LogGRF,04-07,5515605355848,2673,2534,139,42657,741
OF1,64,LogGRF,04-10,5226260654190,2659,2537,122,35511,435
OF1,64,LogGRF,05-03,3376828870413,1632,1511,121,36211,457
OF1,64,LogGRF,05-04,3026732919546,2048,1926,122,34360,480
OF1,64,LogGRF,05-07,4047026440701,1825,1682,143,40523,528
OF1,64,LogGRF,05-10,3420423714813,1902,1775,127,38655,554
OF1,64,LogGRF,06-02,6259665047923,2191,2049,142,44475,574
OF1,64,LogGRF,06-03,1857392157829,1381,1269,112,30942,264
OF1,64,LogGRF,06-04,3388397307933,1701,1584,117,36262,509
OF1,64,LogGRF,06-05,2405874195226,1724,1582,142,37036,596
OF1,64,LogGRF,06-07,3047187375409,1658,1514,144,37830,483
OF1,64,LogGRF,06-08,3121778633810,1863,1740,123,39198,454
OF1,64,LogGRF,06-10,2609902986421,1995,1864,131,37729,727
OF1,64,LogGRF,07-10,3391423276777,2722,2568,154,38124,733
OF1,64,LogGRF,08-02,6343456509286,1632,1511,121,38352,365
OF1,64,LogGRF,08-03,4064461267726,1970,1850,120,40433,454
OF1,64,LogGRF,08-04,3832687600359,2325,2190,135,40595,969
OF1,64,LogGRF,08-05,3024377273237,1532,1421,111,34146,493
OF1,64,LogGRF,08-07,3451346462176,1622,1497,125,37064,339
OF1,64,LogGRF,08-10,3918799413711,2273,2135,138,40930,658
OF1,64,LogGRF,09-02,4019492892097,1922,1787,135,39738,552
OF1,64,LogGRF,09-03,3242691767704,1519,1400,119,36270,516
OF1,64,LogGRF,09-04,5516402871527,1527,1415,112,38120,344
OF1,64,LogGRF,09-05,4565356708895,2481,2351,130,37778,629
OF1,64,LogGRF,09-06,3477364194211,2195,2068,127,41216,408
OF1,64,LogGRF,09-07,3408640118832,3931,3778,153,39768,679
OF1,64,LogGRF,09-08,4826185827204,2001,1886,115,38251,685
OF1,64,LogGRF,09-10,4687613809386,2352,2201,151,42746,704
OF1,64,LogitGRF,01-02,1703422463193,2518,2421,97,31101,592
OF1,64,LogitGRF,01-03,3022664827816,2067,1941,126,37384,708
OF1,64,LogitGRF,01-04,3260474197838,2203,2090,113,37928,688
OF1,64,LogitGRF,01-05,1609123655028,1930,1827,103,31753,407
OF1,64,LogitGRF,01-06,1839145346825,1676,1558,118,32141,474
OF1,64,LogitGRF,01-07,4087198064406,2284,2144,140,37206,537
OF1,64,LogitGRF,01-08,2365185324975,1833,1724,109,34233,535
OF1,64,LogitGRF,01-09,2242341366828,2863,2738,125,33524,757
OF1,64,LogitGRF,01-10,2745184640811,3752,3565,187,35267,554
OF1,64,LogitGRF,02-03,2952691724222,1792,1648,144,35909,467
OF1,64,LogitGRF,02-04,2972703128162,2047,1874,173,33697,475
OF1,64,LogitGRF,02-05,2155845848846,1756,1645,111,33050,436
OF1,64,LogitGRF,02-07,3761680835654,2586,2374,212,36553,550
OF1,64,LogitGRF,02-10,2689369288363,2016,1919,97,35262,702
OF1,64,LogitGRF,03-07,2090136534895,2108,2005,103,34932,584
OF1,64,LogitGRF,03-10,1262521953321,1597,1498,99,30082,320
OF1,64,LogitGRF,04-03,2266251737066,1811,1589,222,35454,620
OF1,64,LogitGRF,04-07,2159201534639,1475,1366,109,34182,385
OF1,64,LogitGRF,04-10,1477412071987,2251,2086,165,35590,605
OF1,64,LogitGRF,05-03,2836662510348,2141,2018,123,37270,448
OF1,64,LogitGRF,05-04,2661368312031,1571,1465,106,32476,389
OF1,64,LogitGRF,05-07,3633600399909,2495,2355,140,38250,436
OF1,64,LogitGRF,05-10,2345004196559,1489,1369,120,36042,326
OF1,64,LogitGRF,06-02,1923339635328,1493,1401,92,33733,443
OF1,64,LogitGRF,06-03,3296019188181,2774,2556,218,38660,365
OF1,64,LogitGRF,06-04,3301069518953,1580,1463,117,36006,363
OF1,64,LogitGRF,06-05,1810817083285,2217,2109,108,31063,501
OF1,64,LogitGRF,06-07,4222610193154,3073,2897,176,42140,663
OF1,64,LogitGRF,06-08,2249144308913,1994,1880,114,32287,484
OF1,64,LogitGRF,06-10,2846349937053,1776,1644,132,38934,476
OF1,64,LogitGRF,07-10,1814786707555,1435,1330,105,33013,403
OF1,64,LogitGRF,08-02,2422620342729,1903,1787,116,35414,448
OF1,64,LogitGRF,08-03,3463453166383,1758,1628,130,38164,516
OF1,64,LogitGRF,08-04,2360765345015,1703,1579,124,34377,342
OF1,64,LogitGRF,08-05,1889298097874,2145,2020,125,31931,590
OF1,64,LogitGRF,08-07,3885451602718,2289,2163,126,38369,526
OF1,64,LogitGRF,08-10,2732100437731,1730,1600,130,40222,580
OF1,64,LogitGRF,09-02,2381492612002,1998,1896,102,34392,492
OF1,64,LogitGRF,09-03,1684359436554,1270,1165,105,31770,398
OF1,64,LogitGRF,09-04,1910836785893,1977,1868,109,34421,403
OF1,64,LogitGRF,09-05,1993415423710,1645,1530,115,32368,420
OF1,64,LogitGRF,09-06,2541406926194,1531,1419,112,33297,355
OF1,64,LogitGRF,09-07,2384447743957,3608,3500,108,34082,803
OF1,64,LogitGRF,09-08,2253039809959,1449,1331,118,35679,390
OF1,64,LogitGRF,09-10,1333910026421,1476,1372,104,30282,309
OF1,64,MicroscopyImages,01-02,1933037880809,412,338,74,9940,250
OF1,64,MicroscopyImages,01-03,2913786476146,171,124,47,6145,191
OF1,64,MicroscopyImages,01-04,3153047709639,247,185,62,9495,199
OF1,64,MicroscopyImages,01-05,5863531025202,160,107,53,6906,168
OF1,64,MicroscopyImages,01-06,5612320711696,308,234,74,10517,253
OF1,64,MicroscopyImages,01-07,3058514524690,339,272,67,9887,367
OF1,64,MicroscopyImages,01-08,3650626027421,342,268,74,12721,232
OF1,64,MicroscopyImages,01-09,7695100332637,159,110,49,6787,139
