Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],NWC time [ms],IIO step 2 basis changes,IIO iterations
OF1,32,WhiteNoise,06-10,56552190012,191,0,16033,209
OF1,32,WhiteNoise,07-02,60202485137,185,0,17149,178
OF1,32,WhiteNoise,07-03,61772519243,177,0,17119,184
OF1,32,WhiteNoise,07-04,84820822316,201,0,17372,194
OF1,32,WhiteNoise,07-05,62578915474,220,0,16592,231
OF1,32,WhiteNoise,07-06,62701007042,197,0,18890,207
OF1,32,WhiteNoise,07-08,60528626107,214,0,17442,242
OF1,32,WhiteNoise,07-09,72576196605,164,0,16867,159
OF1,32,WhiteNoise,07-10,62909519326,211,0,18283,237
OF1,32,WhiteNoise,09-04,62744672684,229,0,17456,243
OF1,32,WhiteNoise,09-05,59168931048,199,0,15467,210
OF1,32,WhiteNoise,09-08,68820545275,186,0,16225,188
OF1,32,WhiteNoise,09-10,70298454355,170,0,14541,173
OF1,32,WhiteNoise,10-08,65906474169,194,0,17072,225
OF1,64,CauchyDensity,01-02,6653857293715,3312,1,143593,872
OF1,64,CauchyDensity,01-03,2523834973386,2202,1,120253,640
OF1,64,CauchyDensity,01-04,4471420698880,3724,1,139075,1112
OF1,64,CauchyDensity,01-05,4749139124340,4883,1,143259,2024
OF1,64,CauchyDensity,01-06,6520771207191,3995,1,151582,1517
OF1,64,CauchyDensity,01-07,4139762572768,2333,1,110450,953
OF1,64,CauchyDensity,01-08,5850102307228,4150,1,150024,1791
OF1,64,CauchyDensity,01-09,5130424442222,4390,1,141327,1658
OF1,64,CauchyDensity,01-10,4741722110268,2629,1,120758,963
OF1,64,CauchyDensity,02-03,6079084769127,3486,1,124943,802
OF1,64,CauchyDensity,02-04,5649398348810,3853,1,132421,1055
OF1,64,CauchyDensity,02-05,3440181273882,4075,1,119344,1343
OF1,64,CauchyDensity,02-07,5335315634880,3427,1,123633,926
OF1,64,CauchyDensity,02-10,5876446962533,4120,1,133882,1530
OF1,64,CauchyDensity,03-07,1934644856809,3740,1,118247,1377
OF1,64,CauchyDensity,03-10,2643236812099,4207,1,118453,1670
OF1,64,CauchyDensity,04-03,3494493972315,3538,1,113980,811
OF1,64,CauchyDensity,04-07,2878775308787,3336,1,118734,867
OF1,64,CauchyDensity,04-10,3086445603426,4200,1,129310,1092
OF1,64,CauchyDensity,05-03,4103810441278,3873,1,120670,977
OF1,64,CauchyDensity,05-04,4416924725125,3565,2,127833,1200
OF1,64,CauchyDensity,05-07,3629319437167,2918,1,115364,614
OF1,64,CauchyDensity,05-10,4726290578521,2948,1,114592,572
OF1,64,CauchyDensity,06-02,4507454596558,3171,1,113278,1123
OF1,64,CauchyDensity,06-03,5453921307581,3109,1,112283,766
OF1,64,CauchyDensity,06-04,3435682719301,4054,1,120925,1057
OF1,64,CauchyDensity,06-05,3698020717861,4327,1,129586,1596
OF1,64,CauchyDensity,06-07,4670987787000,3429,1,100609,611
OF1,64,CauchyDensity,06-08,3870453438721,2900,1,114450,642
OF1,64,CauchyDensity,06-10,5668413666949,4227,1,97752,626
OF1,64,CauchyDensity,07-10,1310453241754,3092,1,135723,669
OF1,64,CauchyDensity,08-02,3150777172450,4580,1,105351,2776
OF1,64,CauchyDensity,08-03,5503691462107,3414,1,124878,769
OF1,64,CauchyDensity,08-04,4810623408165,3702,1,132332,1097
OF1,64,CauchyDensity,08-05,2487656309051,3854,1,126614,1258
OF1,64,CauchyDensity,08-07,5025980291563,4753,1,122497,913
OF1,64,CauchyDensity,08-10,5850132527727,3977,1,128220,851
OF1,64,CauchyDensity,09-02,5343423785813,5050,1,104808,2298
OF1,64,CauchyDensity,09-03,4055821286677,3660,1,136167,1501
OF1,64,CauchyDensity,09-04,5169028056968,3212,1,123504,676
OF1,64,CauchyDensity,09-05,4520600416535,3231,1,112273,608
OF1,64,CauchyDensity,09-06,7175107436589,3323,1,114423,641
OF1,64,CauchyDensity,09-07,3428804575648,3205,1,120295,674
OF1,64,CauchyDensity,09-08,5414125782906,3002,1,105577,560
OF1,64,CauchyDensity,09-10,3120294042572,2418,1,109312,522
OF1,64,ClassicImages,01-02,1650419011023,4285,1,150039,1644
OF1,64,ClassicImages,01-03,1845206737909,2971,1,119755,907
OF1,64,ClassicImages,01-04,1357707677184,3590,1,130789,1186
OF1,64,ClassicImages,01-05,1564673831507,2909,1,122485,770
OF1,64,ClassicImages,01-06,2330197751573,3793,1,141817,1556
OF1,64,ClassicImages,01-07,1861094480955,3519,1,129664,1310
OF1,64,ClassicImages,01-08,1487766933570,3582,1,146614,1465
OF1,64,ClassicImages,01-09,2733350533250,3417,1,130412,1059
OF1,64,ClassicImages,01-10,2319314344592,5004,1,156566,1726
OF1,64,ClassicImages,02-03,1281841472680,5545,1,140789,2079
OF1,64,ClassicImages,02-04,708537437712,3086,1,121871,850
OF1,64,ClassicImages,02-05,717229093587,4122,1,144789,1157
OF1,64,ClassicImages,02-07,818570783569,2995,1,114176,787
OF1,64,ClassicImages,02-10,1371796268814,4786,1,126830,1589
OF1,64,ClassicImages,03-07,1558865552426,5931,1,129273,1696
OF1,64,ClassicImages,03-10,2008539394834,3903,1,116773,974
OF1,64,ClassicImages,04-03,1060734805248,5085,1,113341,1199
OF1,64,ClassicImages,04-07,1209714733124,3205,1,122272,786
OF1,64,ClassicImages,04-10,1786025372333,4633,1,132765,1446
OF1,64,ClassicImages,05-03,1193980436307,5900,1,119412,2093
OF1,64,ClassicImages,05-04,865482897787,3658,1,132400,1096
OF1,64,ClassicImages,05-07,833147671541,3670,1,121728,1114
OF1,64,ClassicImages,05-10,1738168593170,4775,1,132580,1491
OF1,64,ClassicImages,06-02,836038037726,2825,1,128856,734
OF1,64,ClassicImages,06-03,1459953467883,3068,1,119172,916
OF1,64,ClassicImages,06-04,1294244869845,3070,1,134461,874
OF1,64,ClassicImages,06-05,1097492836154,3431,1,143305,1111
OF1,64,ClassicImages,06-07,1055167005051,3578,1,135781,1489
OF1,64,ClassicImages,06-08,1251737027754,3356,1,123410,929
OF1,64,ClassicImages,06-10,1357155018157,4215,1,135030,1725
OF1,64,ClassicImages,07-10,1499032784854,3536,1,127759,1048
OF1,64,ClassicImages,08-02,938053549875,3644,1,132827,928
OF1,64,ClassicImages,08-03,1292121443038,2518,1,107470,553
OF1,64,ClassicImages,08-04,888732550365,3325,1,127543,834
OF1,64,ClassicImages,08-05,1125330278056,3468,1,124300,993
OF1,64,ClassicImages,08-07,1188449535199,4777,1,133891,1437
OF1,64,ClassicImages,08-10,1513217775641,4445,1,128173,1615
OF1,64,ClassicImages,09-02,2032536913223,2865,1,129960,581
OF1,64,ClassicImages,09-03,2406954622370,3199,1,122353,965
OF1,64,ClassicImages,09-04,2299181820214,3170,1,121529,787
OF1,64,ClassicImages,09-05,1906825298287,2674,1,114010,487
OF1,64,ClassicImages,09-06,2017605138837,3624,1,132606,741
OF1,64,ClassicImages,09-07,1830277204574,2995,1,116339,744
OF1,64,ClassicImages,09-08,2676768805595,2877,1,120420,562
OF1,64,ClassicImages,09-10,2951865378671,3668,1,130365,1178
OF1,64,GRFmoderate,01-02,1587947829345,3706,1,120165,805
OF1,64,GRFmoderate,01-03,1245776267821,3786,1,123120,1114
OF1,64,GRFmoderate,01-04,1321747307651,3321,1,138718,892
OF1,64,GRFmoderate,01-05,1608520228750,2840,1,121168,510
OF1,64,GRFmoderate,01-06,2147452330968,2819,1,101291,515
OF1,64,GRFmoderate,01-07,1529971122870,3754,1,131222,1240
OF1,64,GRFmoderate,01-08,1908145800542,3459,1,139678,1152
OF1,64,GRFmoderate,01-09,1528486038499,3194,1,124818,1113
OF1,64,GRFmoderate,01-10,1906764492456,3299,1,131882,1277
OF1,64,GRFmoderate,02-03,1501060284905,3799,1,125329,833
OF1,64,GRFmoderate,02-04,2238627699241,2557,1,121773,580
OF1,64,GRFmoderate,02-05,2118732661175,3494,1,129426,758
OF1,64,GRFmoderate,02-07,1962053656606,4058,1,135287,1378
OF1,64,GRFmoderate,02-10,2797317824183,3070,1,117951,769
OF1,64,GRFmoderate,03-07,1474849931647,3252,1,126984,1003
OF1,64,GRFmoderate,03-10,2179979770929,2705,1,124672,716
OF1,64,GRFmoderate,04-03,1999434438166,3190,1,130320,894
OF1,64,GRFmoderate,04-07,1702306119303,3911,1,135735,1126
OF1,64,GRFmoderate,04-10,1137785417836,4652,1,149306,1722
OF1,64,GRFmoderate,05-03,1295935498137,4206,1,132246,1219
OF1,64,GRFmoderate,05-04,2246808832916,3299,1,129801,729
OF1,64,GRFmoderate,05-07,1082470255574,4930,1,152292,1721
OF1,64,GRFmoderate,05-10,2115513861763,3581,1,133173,839
OF1,64,GRFmoderate,06-02,2405164628826,2918,1,119382,613
OF1,64,GRFmoderate,06-03,1659032213686,3060,1,124369,653
OF1,64,GRFmoderate,06-04,2594181228593,3933,1,136788,988
OF1,64,GRFmoderate,06-05,893301231240,2861,1,124381,876
OF1,64,GRFmoderate,06-07,1524596181805,3291,1,138640,1064
OF1,64,GRFmoderate,06-08,1395637169301,3604,1,136166,1242
OF1,64,GRFmoderate,06-10,2380512888409,4732,1,151878,1235
OF1,64,GRFmoderate,07-10,1522621140231,4409,1,157399,1515
OF1,64,GRFmoderate,08-02,1843172628332,4353,1,126976,1072
OF1,64,GRFmoderate,08-03,1327372020528,3878,1,124056,944
OF1,64,GRFmoderate,08-04,2626935344637,3574,1,122872,823
OF1,64,GRFmoderate,08-05,1277586520411,3692,1,127239,1105
OF1,64,GRFmoderate,08-07,1351075108941,3839,1,136270,846
OF1,64,GRFmoderate,08-10,2616323138874,3656,1,132178,688
OF1,64,GRFmoderate,09-02,2215428380859,3071,1,125060,850
OF1,64,GRFmoderate,09-03,1635033984379,2755,1,129791,696
OF1,64,GRFmoderate,09-04,1316434868118,3082,1,137181,775
OF1,64,GRFmoderate,09-05,1325859253029,3980,1,135819,1580
OF1,64,GRFmoderate,09-06,1633572599834,2869,1,130943,572
OF1,64,GRFmoderate,09-07,869904875357,3326,1,129595,1168
OF1,64,GRFmoderate,09-08,1836258009876,2760,1,122943,637
OF1,64,GRFmoderate,09-10,1142204972437,3200,1,132485,989
OF1,64,GRFrough,01-02,452581794007,4547,1,170491,1118
OF1,64,GRFrough,01-03,631941731636,3169,1,120498,885
OF1,64,GRFrough,01-04,650412393179,4169,1,148234,1289
OF1,64,GRFrough,01-05,411038457628,2677,1,112015,559
OF1,64,GRFrough,01-06,481454118384,3451,1,137718,878
OF1,64,GRFrough,01-07,650060467149,3840,1,127284,1206
OF1,64,GRFrough,01-08,434038374397,3497,1,126716,935
OF1,64,GRFrough,01-09,444965432991,3905,1,129218,1150
OF1,64,GRFrough,01-10,519754349351,3440,1,124646,844
OF1,64,GRFrough,02-03,528041798093,4288,1,136440,1018
OF1,64,GRFrough,02-04,634590853248,3761,1,135629,1179
OF1,64,GRFrough,02-05,554041370566,2683,1,119323,608
OF1,64,GRFrough,02-07,505772722060,4175,2,151069,1065
OF1,64,GRFrough,02-10,673415428604,4482,1,129155,1436
OF1,64,GRFrough,03-07,426728677692,3205,1,124675,625
OF1,64,GRFrough,03-10,694242856815,2824,1,115662,581
OF1,64,GRFrough,04-03,552358327099,3487,1,132983,982
OF1,64,GRFrough,04-07,501597861464,3195,1,129165,691
OF1,64,GRFrough,04-10,680606037915,3747,1,123883,805
OF1,64,GRFrough,05-03,699444515405,3595,1,134760,863
OF1,64,GRFrough,05-04,636305059675,3578,1,125045,886
OF1,64,GRFrough,05-07,705214757490,3059,1,119333,543
OF1,64,GRFrough,05-10,431307582774,2636,1,106115,506
OF1,64,GRFrough,06-02,598182969925,3370,1,115961,826
OF1,64,GRFrough,06-03,705991201475,3326,1,132244,834
OF1,64,GRFrough,06-04,658456718333,3710,1,139588,876
OF1,64,GRFrough,06-05,349291287413,5023,1,143082,1188
OF1,64,GRFrough,06-07,794899500179,3188,1,133105,812
OF1,64,GRFrough,06-08,563791345697,3825,1,110271,827
OF1,64,GRFrough,06-10,392993469369,2877,1,114309,545
OF1,64,GRFrough,07-10,746266060214,2380,1,111025,560
OF1,64,GRFrough,08-02,593172741341,3044,1,117742,756
OF1,64,GRFrough,08-03,686673836939,3923,1,143410,871
OF1,64,GRFrough,08-04,677305569676,3997,1,119538,938
OF1,64,GRFrough,08-05,497354031542,3824,1,132622,1090
OF1,64,GRFrough,08-07,646271809038,3694,1,125588,767
OF1,64,GRFrough,08-10,490232870729,3837,1,119717,963
OF1,64,GRFrough,09-02,531855214099,2703,2,121677,639
OF1,64,GRFrough,09-03,727417517758,3901,1,141061,1027
OF1,64,GRFrough,09-04,668052935773,3642,1,126435,870
OF1,64,GRFrough,09-05,300923953434,2983,1,113923,641
OF1,64,GRFrough,09-06,365977322435,4305,1,129733,1072
OF1,64,GRFrough,09-07,721479170969,3711,1,131679,716
OF1,64,GRFrough,09-08,534133854616,3364,1,114905,958
OF1,64,GRFrough,09-10,437309503118,3099,1,120927,597
OF1,64,GRFsmooth,01-02,5297057360225,5386,1,134255,1149
OF1,64,GRFsmooth,01-03,1913657792704,4315,1,127048,1041
OF1,64,GRFsmooth,01-04,4674171121480,3972,1,123518,1089
OF1,64,GRFsmooth,01-05,4057451613673,5020,1,150961,2127
OF1,64,GRFsmooth,01-06,1915760468740,2643,1,129263,663
OF1,64,GRFsmooth,01-07,2721228824028,4475,1,134034,1834
OF1,64,GRFsmooth,01-08,2534625112002,5005,1,174279,1904
OF1,64,GRFsmooth,01-09,2107048301960,3822,1,125532,967
OF1,64,GRFsmooth,01-10,3672225748908,2596,1,120950,625
OF1,64,GRFsmooth,02-03,4212587703429,4408,1,134519,1043
OF1,64,GRFsmooth,02-04,2479896800332,5397,1,123604,2135
OF1,64,GRFsmooth,02-05,3424238927238,4305,1,124786,1426
OF1,64,GRFsmooth,02-07,5547066022081,3788,1,126110,655
OF1,64,GRFsmooth,02-10,3553472976582,3725,1,120539,708
OF1,64,GRFsmooth,03-07,2874559196106,3688,1,122994,977
OF1,64,GRFsmooth,03-10,2780074459666,4342,1,159045,1840
OF1,64,GRFsmooth,04-03,3604261148335,3335,1,127048,792
OF1,64,GRFsmooth,04-07,5180192001680,3673,1,109251,581
OF1,64,GRFsmooth,04-10,3745012261152,4855,1,139798,1796
OF1,64,GRFsmooth,05-03,3682727014252,4672,1,147577,1736
OF1,64,GRFsmooth,05-04,2965490408811,3650,1,122002,910
OF1,64,GRFsmooth,05-07,3551904129499,3572,1,124266,777
OF1,64,GRFsmooth,05-10,2280256480557,4579,1,134905,1505
OF1,64,GRFsmooth,06-02,4345207123734,4257,1,131951,1184
OF1,64,GRFsmooth,06-03,2039206900789,3038,1,115015,951
OF1,64,GRFsmooth,06-04,4179762606991,4455,1,125775,1073
OF1,64,GRFsmooth,06-05,3409328418196,2960,1,117845,748
OF1,64,GRFsmooth,06-07,2186697701990,3813,1,124881,824
OF1,64,GRFsmooth,06-08,1938416774896,3839,1,135200,1377
OF1,64,GRFsmooth,06-10,2603053906446,4569,1,118219,2267
OF1,64,GRFsmooth,07-10,2444362004411,3245,1,132629,791
OF1,64,GRFsmooth,08-02,4011797573436,3665,1,124360,684
OF1,64,GRFsmooth,08-03,1610297204330,3817,1,140609,1344
OF1,64,GRFsmooth,08-04,4048003911882,3261,1,112243,715
OF1,64,GRFsmooth,08-05,3921024347933,4300,1,114240,1234
OF1,64,GRFsmooth,08-07,2821552928408,3613,1,127765,918
OF1,64,GRFsmooth,08-10,2145270271630,5266,1,152979,2377
OF1,64,GRFsmooth,09-02,4211625393345,3408,1,129768,824
OF1,64,GRFsmooth,09-03,1251800430402,3828,1,124534,1289
OF1,64,GRFsmooth,09-04,3783728345286,4148,1,130971,1513
OF1,64,GRFsmooth,09-05,4202218314121,3657,1,125514,1083
OF1,64,GRFsmooth,09-06,1866761065451,3778,1,127787,1322
OF1,64,GRFsmooth,09-07,3404416437192,3290,1,125313,768
OF1,64,GRFsmooth,09-08,1964822961148,3437,1,136130,842
OF1,64,GRFsmooth,09-10,3283010477409,3344,1,132299,1098
OF1,64,LogGRF,01-02,4413971397729,3429,1,116106,1140
OF1,64,LogGRF,01-03,4773398278773,3905,1,135760,1592
OF1,64,LogGRF,01-04,6430597192246,3586,1,144111,829
OF1,64,LogGRF,01-05,5099953822104,3348,1,130692,917
OF1,64,LogGRF,01-06,4943849501683,4257,1,127436,2138
OF1,64,LogGRF,01-07,3089737491242,3377,1,124502,909
OF1,64,LogGRF,01-08,3360381636524,4136,1,143636,1155
OF1,64,LogGRF,01-09,5022200296555,3650,1,131286,961
OF1,64,LogGRF,01-10,4580581105265,3151,1,132744,770
OF1,64,LogGRF,02-03,5306059466673,3944,1,134037,1255
OF1,64,LogGRF,02-04,8597918892762,4080,1,140691,927
OF1,64,LogGRF,02-05,7073531615396,4601,1,149770,857
OF1,64,LogGRF,02-07,4100752005590,4017,1,129324,1074
OF1,64,LogGRF,02-10,5793649935291,3733,1,130647,901
OF1,64,LogGRF,03-07,2747100395147,4092,1,133126,1481
OF1,64,LogGRF,03-10,2460384483948,4794,1,117516,1300
OF1,64,LogGRF,04-03,4548391866643,3389,1,114396,693
OF1,64,LogGRF,04-07,5515605355848,3944,1,137724,1021
OF1,64,LogGRF,04-10,5226260654190,4039,1,116580,1409
OF1,64,LogGRF,05-03,3376828870413,3545,1,126465,836
OF1,64,LogGRF,05-04,3026732919546,5279,1,128749,1335
OF1,64,LogGRF,05-07,4047026440701,3736,1,138309,1009
OF1,64,LogGRF,05-10,3420423714813,2985,1,118297,737
OF1,64,LogGRF,06-02,6259665047923,3546,1,135307,910
OF1,64,LogGRF,06-03,1857392157829,3736,1,123308,1024
OF1,64,LogGRF,06-04,3388397307933,3481,1,126596,1134
OF1,64,LogGRF,06-05,2405874195226,3621,1,136857,1265
OF1,64,LogGRF,06-07,3047187375409,3351,1,127988,1090
OF1,64,LogGRF,06-08,3121778633810,3807,1,138536,1235
OF1,64,LogGRF,06-10,2609902986421,3739,1,122630,996
OF1,64,LogGRF,07-10,3391423276777,5276,1,146450,2427
OF1,64,LogGRF,08-02,6343456509286,2659,1,112991,535
OF1,64,LogGRF,08-03,4064461267726,3431,1,130612,934
OF1,64,LogGRF,08-04,3832687600359,5887,1,159020,3129
OF1,64,LogGRF,08-05,3024377273237,2619,1,113943,732
OF1,64,LogGRF,08-07,3451346462176,2817,1,112337,735
OF1,64,LogGRF,08-10,3918799413711,3950,1,130826,1469
OF1,64,LogGRF,09-02,4019492892097,4046,1,148169,1470
OF1,64,LogGRF,09-03,3242691767704,3406,1,122467,1376
OF1,64,LogGRF,09-04,5516402871527,2739,1,118071,633
OF1,64,LogGRF,09-05,4565356708895,3674,1,130584,1150
OF1,64,LogGRF,09-06,3477364194211,3761,1,133357,1190
OF1,64,LogGRF,09-07,3408640118832,5067,1,133766,1763
OF1,64,LogGRF,09-08,4826185827204,3575,1,123387,1003
OF1,64,LogGRF,09-10,4687613809386,4228,1,132876,1671
OF1,64,LogitGRF,01-02,1703422463193,2729,1,110603,623
OF1,64,LogitGRF,01-03,3022664827816,4084,1,136363,1073
OF1,64,LogitGRF,01-04,3260474197838,3348,1,116655,995
OF1,64,LogitGRF,01-05,1609123655028,4004,1,137918,1365
OF1,64,LogitGRF,01-06,1839145346825,3114,1,125722,894
OF1,64,LogitGRF,01-07,4087198064406,3694,1,125752,890
OF1,64,LogitGRF,01-08,2365185324975,2929,1,118018,751
OF1,64,LogitGRF,01-09,2242341366828,5915,1,141639,2262
OF1,64,LogitGRF,01-10,2745184640811,3209,1,125106,945
OF1,64,LogitGRF,02-03,2952691724222,4011,1,127582,1520
OF1,64,LogitGRF,02-04,2972703128162,3543,1,120381,1197
OF1,64,LogitGRF,02-05,2155845848846,3511,1,116146,939
OF1,64,LogitGRF,02-07,3761680835654,4047,1,128272,899
OF1,64,LogitGRF,02-10,2689369288363,3328,1,114844,754
OF1,64,LogitGRF,03-07,2090136534895,3186,1,118509,865
OF1,64,LogitGRF,03-10,1262521953321,3586,1,134726,1258
OF1,64,LogitGRF,04-03,2266251737066,5029,1,146101,1967
OF1,64,LogitGRF,04-07,2159201534639,3215,1,126485,883
OF1,64,LogitGRF,04-10,1477412071987,4131,1,133768,1280
OF1,64,LogitGRF,05-03,2836662510348,4391,1,137733,1400
OF1,64,LogitGRF,05-04,2661368312031,3786,1,123190,911
OF1,64,LogitGRF,05-07,3633600399909,3902,1,133021,921
OF1,64,LogitGRF,05-10,2345004196559,3191,1,123031,728
OF1,64,LogitGRF,06-02,1923339635328,3525,1,113973,1126
OF1,64,LogitGRF,06-03,3296019188181,5145,1,144884,2038
OF1,64,LogitGRF,06-04,3301069518953,3810,1,123197,1300
OF1,64,LogitGRF,06-05,1810817083285,3588,1,115969,820
OF1,64,LogitGRF,06-07,4222610193154,5146,1,139213,1466
OF1,64,LogitGRF,06-08,2249144308913,3454,1,118689,1020
OF1,64,LogitGRF,06-10,2846349937053,4462,1,143634,1581
OF1,64,LogitGRF,07-10,1814786707555,4468,1,135009,1769
OF1,64,LogitGRF,08-02,2422620342729,3533,1,122529,732
OF1,64,LogitGRF,08-03,3463453166383,4481,1,127399,2015
OF1,64,LogitGRF,08-04,2360765345015,3833,1,130834,869
OF1,64,LogitGRF,08-05,1889298097874,3601,1,125942,1044
OF1,64,LogitGRF,08-07,3885451602718,3554,1,128802,916
OF1,64,LogitGRF,08-10,2732100437731,2771,1,120966,686
OF1,64,LogitGRF,09-02,2381492612002,4180,1,128792,1516
OF1,64,LogitGRF,09-03,1684359436554,3401,1,122049,1214
OF1,64,LogitGRF,09-04,1910836785893,3092,1,120464,910
OF1,64,LogitGRF,09-05,1993415423710,3688,1,134686,1261
OF1,64,LogitGRF,09-06,2541406926194,3344,1,122200,952
OF1,64,LogitGRF,09-07,2384447743957,4523,1,131099,1275
OF1,64,LogitGRF,09-08,2253039809959,3311,1,121740,1317
OF1,64,LogitGRF,09-10,1333910026421,3437,1,119325,776
OF1,64,MicroscopyImages,01-02,1933037880809,467,0,31591,428
OF1,64,MicroscopyImages,01-03,2913786476146,241,0,18281,345
OF1,64,MicroscopyImages,01-04,3153047709639,357,0,27996,316
OF1,64,MicroscopyImages,01-05,5863531025202,198,0,18274,288
OF1,64,MicroscopyImages,01-06,5612320711696,398,0,28540,420
OF1,64,MicroscopyImages,01-07,3058514524690,506,0,29581,687
OF1,64,MicroscopyImages,01-08,3650626027421,517,0,39987,473
OF1,64,MicroscopyImages,01-09,7695100332637,211,0,17467,227
OF1,64,MicroscopyImages,01-10,6329927187984,459,0,35689,359
OF1,64,MicroscopyImages,02-03,2170464758729,512,0,32181,505
OF1,64,MicroscopyImages,02-04,2883756037376,987,1,56530,591
OF1,64,MicroscopyImages,02-05,4908976186911,457,0,33877,382
OF1,64,MicroscopyImages,02-07,2501047169748,1119,0,48190,848
OF1,64,MicroscopyImages,02-10,5540044862079,1225,1,65574,572
OF1,64,MicroscopyImages,03-07,2192286373935,448,0,29040,530
OF1,64,MicroscopyImages,03-10,4277400131119,606,0,43488,506
OF1,64,MicroscopyImages,04-03,2024651660949,448,0,34071,420
OF1,64,MicroscopyImages,04-07,3115113651894,1080,0,50615,839
OF1,64,MicroscopyImages,04-10,3605880416081,784,1,49188,329
OF1,64,MicroscopyImages,05-03,3524903057245,243,0,20166,329
OF1,64,MicroscopyImages,05-04,3423885169647,518,0,31614,524
OF1,64,MicroscopyImages,05-07,4748714785186,413,0,31844,484
OF1,64,MicroscopyImages,05-10,2619748054248,634,0,38735,510
OF1,64,MicroscopyImages,06-02,5149652433058,843,0,51888,494
OF1,64,MicroscopyImages,06-03,4114613075499,506,0,34208,498
OF1,64,MicroscopyImages,06-04,2999307391786,731,0,41919,394
OF1,64,MicroscopyImages,06-05,2442054261902,393,0,29021,419
OF1,64,MicroscopyImages,06-07,5266205612655,723,0,48354,470
OF1,64,MicroscopyImages,06-08,5406339046079,1054,1,62929,607
OF1,64,MicroscopyImages,06-10,2371726484262,856,1,48775,421
OF1,64,MicroscopyImages,07-10,5451472021700,845,1,53881,434
OF1,64,MicroscopyImages,08-02,2529021911286,1091,1,61849,680
OF1,64,MicroscopyImages,08-03,2233731565815,496,0,37848,417
OF1,64,MicroscopyImages,08-04,3610028766017,944,1,60419,517
OF1,64,MicroscopyImages,08-05,4517215059933,640,0,43450,561
OF1,64,MicroscopyImages,08-07,1426292299736,1047,1,52207,637
OF1,64,MicroscopyImages,08-10,5262818256291,1488,1,73293,544
OF1,64,MicroscopyImages,09-02,6732046577118,660,0,39248,491
OF1,64,MicroscopyImages,09-03,5396010944121,264,0,22168,312
OF1,64,MicroscopyImages,09-04,5155035200875,486,0,31308,345
OF1,64,MicroscopyImages,09-05,3641341154263,278,0,22345,325
OF1,64,MicroscopyImages,09-06,3911287705934,476,0,31340,444
OF1,64,MicroscopyImages,09-07,6466455185640,446,0,34044,367
OF1,64,MicroscopyImages,09-08,6065603354691,755,0,50516,497
OF1,64,MicroscopyImages,09-10,1980076094442,652,0,40348,387
OF1,64,Shapes,01-02,3761703152000,2177,1,78532,1682
OF1,64,Shapes,01-03,661218000000,767,1,52616,237
OF1,64,Shapes,01-04,2635573393625,3892,1,93386,2799
OF1,64,Shapes,01-05,2020997141137,1305,1,88175,423
OF1,64,Shapes,01-06,4885707600000,1220,1,95817,367
OF1,64,Shapes,01-07,3445903605052,1721,1,90907,652
OF1,64,Shapes,01-08,2777837723233,1005,1,72906,480
OF1,64,Shapes,01-09,1816923600000,1284,1,84993,355
OF1,64,Shapes,01-10,1128737854197,1723,1,81592,666
OF1,64,Shapes,02-03,3775127856000,731,0,46227,484
OF1,64,Shapes,02-04,1228244787651,545,0,44264,177
OF1,64,Shapes,02-05,4466036637098,783,0,47708,671
OF1,64,Shapes,02-07,3618592877774,1007,0,56502,784
OF1,64,Shapes,02-10,4282528170073,720,0,50763,406
OF1,64,Shapes,03-07,3490280055972,1070,1,70746,715
OF1,64,Shapes,03-10,1285017332704,830,1,52120,360
